year,city_token,name,population,area_sqmi,area_ha,m2_per_person
2000,Salt Lake City,"Salt Lake City, UT",887650.0,230.72,59756.205681672196,673.1955802587978
2010,Salt Lake City,"Salt Lake City--West Valley City, UT                                                                ",1021243.0,277.89,71973.1795981271,704.7605672511547
2020,Salt Lake City,"Salt Lake City, UT",1178533.0,300.42,77808.42281071412,660.2142053783316
1950,Nashville,Nashville,258887.0,53.7,13908.236152504322,537.2319256086371
1960,Nashville,Nashville,346729.0,129.3,33488.54626664449,965.8420918539981
1970,Nashville,Nashville,448444.0,343.5,88966.0915900416,1983.884087869201
1980,Nashville,Nashville,518325.0,413.0,106966.5089568768,2063.6957306106556
1990,Nashville,"Nashville, TN",573294.0,483.5,125225.92513474562,2184.3229675305447
2000,Nashville,"Nashville-Davidson, TN",749935.0,430.77,111568.91782894387,1487.7145063097985
2010,Nashville,"Nashville-Davidson, TN                                                                              ",969587.0,563.47,145938.0600531026,1505.1569385016776
2020,Nashville,"Nashville-Davidson, TN",1158642.0,584.95,151501.35451410434,1307.5769263854093
1950,Raleigh,Raleigh,68743.0,12.3,3185.6853757132803,463.4196028269468
1960,Raleigh,Raleigh,93931.0,33.5,8676.460169625601,923.7057169225923
1970,Raleigh,Raleigh,152289.0,70.5,18259.416177868803,1198.9977068513683
1980,Raleigh,Raleigh,206597.0,99.0,25640.8822923264,1241.1062257596384
1990,Raleigh,"Raleigh, NC",305925.0,176.0,45583.7907419136,1490.0315679304929
2000,Raleigh,"Raleigh, NC",541527.0,319.61,82778.60999444891,1528.6146396107472
2010,Raleigh,"Raleigh, NC                                                                                         ",884891.0,518.14,134197.64394894952,1516.5443421726463
2020,Raleigh,"Raleigh, NC",1106646.0,554.82,143697.72033766197,1298.4976255971826
1950,Richmond,Richmond,257995.0,48.4,12535.542454026241,485.88315486835955
1960,Richmond,Richmond,333438.0,88.5,22921.3947764736,687.4259915328666
1970,Richmond,Richmond,416563.0,144.6,37451.22807545856,899.0531582367746
1980,Richmond,Richmond,491627.0,251.0,65008.70156943361,1322.3175612696944
1990,Richmond,"Richmond, VA",589980.0,302.7,78398.94009987073,1328.840640358499
2000,Richmond,"Richmond, VA",818836.0,436.76,113120.32070703515,1381.4771298164121
2010,Richmond,"Richmond, VA                                                                                        ",953556.0,492.17,127471.44482640692,1336.8008258183781
2020,Richmond,"Richmond, VA",1059150.0,512.35,132698.04083306497,1252.8729720347917
1970,Memphis,Memphis,663976.0,195.5,50634.2675570688,762.5918339980482
1980,Memphis,Memphis,774551.0,296.0,76663.6480659456,989.7817970146008
1990,Memphis,"Memphis, TN--AR--MS",825193.0,341.0,88318.59456245761,1070.2780387431499
2000,Memphis,"Memphis, TN--MS--AR",972091.0,399.82,103552.90462745396,1065.2593700327845
2010,Memphis,"Memphis, TN--MS--AR                                                                                 ",1060061.0,497.31,128802.69871511962,1215.0498765176685
2020,Memphis,"Memphis, TN--MS--AR",1056190.0,491.27,127238.34589647668,1204.691825301098
1950,Oklahoma City,Oklahoma City,275091.0,67.0,17352.920339251203,630.8065454431879
1960,Oklahoma City,Oklahoma City,429188.0,385.2,99766.34201014272,2324.5370795582057
1990,Oklahoma City,"Oklahoma City, OK",784425.0,646.8,167520.4309765325,2135.582509182299
2000,Oklahoma City,"Oklahoma City, OK",747003.0,322.35,83488.26673668098,1117.6429912153094
2010,Oklahoma City,"Oklahoma City, OK                                                                                   ",861505.0,410.63,106352.68177472717,1234.4987176479203
2020,Oklahoma City,"Oklahoma City, OK",982276.0,421.73,109227.56857720015,1111.98449903286
1950,Hartford,Hartford,300788.0,52.9,13701.037103677441,455.5047775734884
1960,Hartford,Hartford,381619.0,131.2,33980.644007608316,890.4337574284383
1970,Hartford,Hartford,465001.0,130.5,33799.344839884805,726.8660678124306
1980,Hartford,Hartford,510034.0,208.0,53871.752694988805,1056.2384604749645
1990,Hartford,"Hartford--Middletown, CT",546198.0,241.3,62496.413102407685,1144.2080180155856
2000,Hartford,"Hartford, CT",851535.0,469.34,121558.50197050982,1427.5220862384965
2010,Hartford,"Hartford, CT                                                                                        ",924859.0,516.25,133708.13619609602,1445.7137379437947
2020,Hartford,"Hartford, CT",977158.0,535.93,138805.23279723726,1420.499374689019
2010,Louisville/Jefferson County,"Louisville/Jefferson County, KY--IN                                                                 ",972546.0,476.72,123469.91319593781,1269.5534524427412
2020,Louisville/Jefferson County,"Louisville/Jefferson County, KY--IN",974397.0,400.86,103822.26339092891,1065.5026995252338
1950,New Orleans,New Orleans,659768.0,222.1,57523.63593056257,871.8767192492295
1960,New Orleans,New Orleans,845237.0,266.5,69023.1831404544,816.6133657241036
1970,New Orleans,New Orleans,961728.0,184.0,47655.7812301824,495.5224474090637
1980,New Orleans,New Orleans,1078299.0,230.0,59569.726537728005,552.4416375952125
1990,New Orleans,"New Orleans, LA",1040226.0,270.1,69955.57886017537,672.5036565147898
2000,New Orleans,"New Orleans, LA",1009283.0,197.84,51240.32477488743,507.69035815412946
2010,New Orleans,"New Orleans, LA                                                                                     ",899703.0,251.39,65109.71110573671,723.6800489243307
2020,New Orleans,"New Orleans, LA",963212.0,270.27,69999.60865805107,726.7310691524926
1950,Buffalo,Buffalo,895663.0,122.7,31779.154113822722,354.811509617152
1960,Buffalo,Buffalo,1054370.0,160.2,41491.60952758272,393.5203915853326
1970,Buffalo,Buffalo,1086594.0,213.7,55348.04591788032,509.37190816330957
1980,Buffalo,Buffalo,1002285.0,266.0,68893.6837349376,687.3662055696493
1990,Buffalo,"Buffalo--Niagara Falls, NY",954332.0,285.5,73944.16055009281,774.8263764611562
2000,Buffalo,"Buffalo, NY",976703.0,366.69,94972.2740179108,972.3761882364525
2010,Buffalo,"Buffalo, NY                                                                                         ",935906.0,379.93,98401.41827599566,1051.4027934001456
2020,Buffalo,"Buffalo, NY",948864.0,340.5,88189.0951569408,929.417652655605
1950,Bridgeport,Bridgeport,237435.0,42.6,11033.349350031362,464.68925600822797
1960,Bridgeport,Bridgeport,366654.0,171.3,44366.496330055685,1210.037155739626
1970,Bridgeport,Bridgeport,413366.0,148.8,38539.023081799685,932.3220362051956
1980,Bridgeport,Bridgeport,410998.0,165.0,42734.803820544,1039.7813084380946
1990,Bridgeport,"Bridgeport--Milford, CT",413863.0,160.7,41621.108933099524,1005.673590852517
2000,Bridgeport,"Bridgeport--Stamford, CT--NY",888890.0,465.31,120514.73676204443,1355.7890938366324
2010,Bridgeport,"Bridgeport--Stamford, CT--NY                                                                        ",923311.0,466.21,120747.83569197466,1307.769924672994
2020,Bridgeport,"Bridgeport--Stamford, CT--NY",916408.0,397.29,102897.63763553895,1122.836527349597
1960,Tucson,Tucson,227433.0,86.4,22377.497273303044,983.9160224463049
1970,Tucson,Tucson,294184.0,104.7,27117.17551521792,921.7760148484596
1980,Tucson,Tucson,450059.0,173.0,44806.7943088128,995.5760091190889
1990,Tucson,"Tucson, AZ",579235.0,246.5,63843.2069197824,1102.1987089830966
2000,Tucson,"Tucson, AZ",720425.0,291.36,75461.8935827497,1047.4635608529645
2010,Tucson,"Tucson, AZ                                                                                          ",843168.0,353.46,91545.71974793625,1085.7352241538608
2020,Tucson,"Tucson, AZ",875441.0,357.35,92553.22512285698,1057.2183062348802
1950,El Paso,El Paso,136918.0,27.4,7096.567422320641,518.3078501234783
1960,El Paso,El Paso,277128.0,115.0,29784.863268864003,1074.7691777396726
1970,El Paso,El Paso,337471.0,119.4,30924.458037411845,916.3589771391273
1980,El Paso,El Paso,454159.0,168.0,43511.800253644804,958.0741602312144
1990,El Paso,"El Paso, TX--NM",571017.0,220.4,57083.33795180544,999.6784325476378
2000,El Paso,"El Paso, TX--NM",674801.0,219.12,56751.81947368244,841.0156397765036
2010,El Paso,"El Paso, TX--NM                                                                                     ",803086.0,250.57,64897.33208068916,808.0994075440134
2020,El Paso,"El Paso, TX--NM",854584.0,255.88,66272.61576727757,775.495630239714
1960,Honolulu,Honolulu,351336.0,99.8,25848.08134115328,735.708306041888
1970,Honolulu,Honolulu,442397.0,115.0,29784.863268864003,673.2609685161518
1980,Honolulu,Honolulu,582463.0,135.0,34964.839489536,600.2928853770284
1990,Honolulu,"Honolulu, HI",632603.0,138.7,35923.13509036032,567.8622309783597
2000,Honolulu,"Honolulu, HI",718182.0,154.12,39916.896756498434,555.8047508361173
2010,Honolulu,"Urban Honolulu, HI                                                                                  ",802459.0,170.17,44073.827673587715,549.2346359575719
2020,Honolulu,"Honolulu, HI",853252.0,144.97,37547.057635540994,440.0465236007767
1950,Omaha,Omaha,310291.0,66.5,17223.4209337344,555.0731711114535
1960,Omaha,Omaha,389881.0,89.0,23050.894181990403,591.2289694032385
1970,Omaha,Omaha,491776.0,151.2,39160.62022828032,796.310113309318
1980,Omaha,Omaha,512438.0,184.0,47655.7812301824,929.9814071201278
1990,Omaha,"Omaha, NE--IA",544292.0,193.0,49986.770529484806,918.3815034849824
2000,Omaha,"Omaha, NE--IA",626623.0,226.36,58626.9708655657,935.6019626723836
2010,Omaha,"Omaha, NE--IA                                                                                       ",725008.0,271.21,70243.06754042265,968.8592062490711
2020,Omaha,"Omaha, NE--IA",819508.0,270.81,70139.46801600922,855.8728897827626
1970,McAllen,McAllen,91141.0,32.7,8469.261120798721,929.2482111013397
1980,McAllen,McAllen,157423.0,63.0,16316.925095116801,1036.5019784349681
1990,McAllen,"McAllen--Edinburg--Mission, TX",263192.0,124.3,32193.552211476483,1223.1964577751787
2000,McAllen,"McAllen, TX",523144.0,313.83,81281.59686667469,1553.7136403490185
2010,McAllen,"McAllen, TX                                                                                         ",728825.0,357.99,92718.98436191847,1272.170745541364
2020,McAllen,"McAllen, TX",779553.0,326.22,84490.59213538101,1083.8338398464377
1990,Bradenton,"Sarasota--Bradenton, FL",444385.0,193.0,49986.770529484806,1124.8527859735323
2000,Bradenton,"Sarasota--Bradenton, FL",559229.0,270.44,70043.63845592679,1252.5036873253496
2010,Bradenton,"Sarasota--Bradenton, FL                                                                             ",643260.0,326.69,84612.32157656678,1315.3673720823117
2020,Bradenton,"Bradenton--Sarasota--Venice, FL",779075.0,404.28,104708.03932466381,1344.0046121960506
1950,Birmingham,Birmingham,445314.0,100.5,26029.380508876802,584.5174530528302
1960,Birmingham,Birmingham,521330.0,156.8,40611.013570068484,778.9886170001436
1970,Birmingham,Birmingham,558099.0,224.6,58171.13295814656,1042.3084964880165
1980,Birmingham,Birmingham,606085.0,341.0,88318.59456245761,1457.1981580546887
1990,Birmingham,"Birmingham, AL",622074.0,398.8,103288.7258401997,1660.3929088854331
2000,Birmingham,"Birmingham, AL",663615.0,392.1,101553.43380627458,1530.3064850293406
2010,Birmingham,"Birmingham, AL                                                                                      ",749495.0,529.9,137243.46996670464,1831.1459044650683
2020,Birmingham,"Birmingham, AL",774956.0,509.27,131900.32449508147,1702.0363026427497
1960,Albuquerque,Albuquerque,241216.0,76.0,19683.909638553603,816.0283579262406
1970,Albuquerque,Albuquerque,297451.0,114.4,29629.463982243844,996.1124347285382
1980,Albuquerque,Albuquerque,418015.0,171.0,44288.796686745605,1059.5025701648412
1990,Albuquerque,"Albuquerque, NM",497120.0,225.8,58481.93153138689,1176.4147797591504
2000,Albuquerque,"Albuquerque, NM",598191.0,223.95,58002.78373097472,969.6365162794947
2010,Albuquerque,"Albuquerque, NM                                                                                     ",741318.0,250.57,64897.33208068916,875.4317591194218
2020,Albuquerque,"Albuquerque, NM",769837.0,263.07,68134.81721860915,885.0551119082241
1950,Tulsa,Tulsa,206311.0,37.7,9764.255175966722,473.2784570850183
1960,Tulsa,Tulsa,298922.0,70.2,18181.716534558724,608.2428370798644
1970,Tulsa,Tulsa,371499.0,180.1,46645.68586715136,1255.6073062686942
1980,Tulsa,Tulsa,443350.0,269.0,69670.68016803841,1571.4600240901862
1990,Tulsa,"Tulsa, OK",474668.0,304.4,78839.23807862784,1660.9343389195783
2000,Tulsa,"Tulsa, OK",558329.0,261.4,67702.28920418303,1212.5877252333844
2010,Tulsa,"Tulsa, OK                                                                                           ",655479.0,335.91,87000.2906142966,1327.278076251056
2020,Tulsa,"Tulsa, OK",722810.0,338.32,87624.47774888756,1212.2753939332265
1950,Fresno,Fresno,130592.0,30.5,7899.463736524801,604.8964512776281
1960,Fresno,Fresno,213444.0,60.6,15695.32794863616,735.3370415020407
1970,Fresno,Fresno,262908.0,79.1,20486.80595275776,779.2385911709708
1980,Fresno,Fresno,331551.0,102.0,26417.878725427203,796.7968344365484
1990,Fresno,"Fresno, CA",453388.0,132.7,34369.14222415872,758.0514310956338
2000,Fresno,"Fresno, CA",554923.0,138.62,35902.415185477636,646.9801249088187
2010,Fresno,"Fresno, CA                                                                                          ",654628.0,171.28,44361.31635383501,677.6568731223689
2020,Fresno,"Fresno, CA",717589.0,159.11,41209.3008235561,574.2744220376302
1950,Rochester,Rochester,409149.0,64.6,16731.32319277056,408.92983223154795
1960,Rochester,Rochester,493402.0,113.3,29344.565290106882,594.7394880869327
1970,Rochester,Rochester,601361.0,145.7,37736.12676759552,627.5120396499859
1980,Rochester,Rochester,606070.0,201.0,52058.761017753604,858.9562429711684
1990,Rochester,"Rochester, NY",619653.0,220.0,56979.738427392,919.5426864292112
2000,Rochester,"Rochester, NY",694396.0,295.15,76443.49907656704,1100.8631829182057
2010,Rochester,"Rochester, NY                                                                                       ",720572.0,324.47,84037.3442160722,1166.2588085031364
2020,Rochester,"Rochester, NY",704327.0,291.83,75583.62302393549,1073.1325509874746
1950,Charleston,Charleston,130914.0,29.1,7536.865401077761,575.7111845240204
1960,Charleston,Charleston,169500.0,55.9,14478.03353677824,854.1612706063859
1970,Charleston,Charleston,228399.0,99.2,25692.68205453312,1124.9034389175574
1980,Charleston,Charleston,328572.0,210.0,54389.750317056,1655.3373481932726
1990,Charleston,"Charleston, SC",393956.0,250.9,64982.80168833025,1649.4938949611187
2000,Charleston,"Charleston--North Charleston, SC",423410.0,230.94,59813.18542009959,1412.654056826707
2010,Charleston,"Charleston--North Charleston, SC                                                                    ",548404.0,293.35,75977.30121670658,1385.4257302409642
2020,Charleston,"Charleston, SC",684773.0,339.06,87816.13686905243,1282.4123741597934
1950,Dayton,Dayton,346864.0,62.5,16187.4256896,466.67932358503623
1960,Dayton,Dayton,501664.0,124.5,32245.351973683202,642.7679078762519
1970,Dayton,Dayton,685942.0,224.2,58067.53343373312,846.5370750549334
1980,Dayton,Dayton,595059.0,248.0,64231.70513633281,1079.4174214041434
1990,Dayton,"Dayton, OH",613467.0,273.4,70810.27493658624,1154.26379799706
2000,Dayton,"Dayton, OH",703444.0,323.56,83801.65529803162,1191.305282268832
2010,Dayton,"Dayton, OH                                                                                          ",724091.0,351.44,91022.54214964839,1257.0594324421709
2020,Dayton,"Dayton, OH",674046.0,319.89,82851.1296615383,1229.1613578529998
2000,Mission Viejo,"Mission Viejo, CA",533015.0,136.89,35454.3472423895,665.1660317700158
2010,Mission Viejo,"Mission Viejo--Lake Forest--San Clemente, CA                                                        ",583681.0,150.53,38987.09102488781,667.9520324438831
2020,Mission Viejo,"Mission Viejo--Lake Forest--Laguna Niguel, CA",646843.0,163.63,42379.97544942797,655.1817898536116
1960,Colorado Springs,Colorado Springs,100220.0,29.3,7588.6651632844805,757.2006748437917
1970,Colorado Springs,Colorado Springs,204766.0,90.0,23309.892993024,1138.3673555680143
1980,Colorado Springs,Colorado Springs,276872.0,142.0,36777.831166771204,1328.3333513959954
1990,Colorado Springs,"Colorado Springs, CO",352989.0,176.6,45739.19002853376,1295.7681408920323
2000,Colorado Springs,"Colorado Springs, CO",466122.0,197.36,51116.0053455913,1096.6228872610884
2010,Colorado Springs,"Colorado Springs, CO                                                                                ",559409.0,187.84,48650.336664551425,869.6738283536987
2020,Colorado Springs,"Colorado Springs, CO",632494.0,200.36,51893.0017786921,820.4504987982828
1950,Baton Rouge,Baton Rouge,138864.0,41.3,10696.65089568768,770.2969016942966
1960,Baton Rouge,Baton Rouge,193485.0,56.8,14711.132466708481,760.3241836167393
1970,Baton Rouge,Baton Rouge,249463.0,84.6,21911.29941344256,878.3386479535066
1980,Baton Rouge,Baton Rouge,350657.0,167.0,43252.801442611206,1233.478910804895
1990,Baton Rouge,"Baton Rouge, LA",365943.0,185.5,48044.279446732806,1312.8896972133039
2000,Baton Rouge,"Baton Rouge, LA",479019.0,280.65,72688.01631657984,1517.4349309021113
2010,Baton Rouge,"Baton Rouge, LA                                                                                     ",594309.0,366.79,94998.17389901416,1598.4643325107672
2020,Baton Rouge,"Baton Rouge, LA",631326.0,396.34,102651.58876505702,1625.9680223063367
1950,Allentown,Allentown-Bethlehem,225962.0,49.3,12768.641383956481,565.0791453410964
1960,Allentown,Allentown-Bethlehem,256016.0,60.1,15565.828543119362,608.0021773295169
1970,Allentown,Allentown,363517.0,98.5,25511.382886809602,701.7933930685388
1980,Allentown,Allentown,381734.0,127.0,32892.849001267205,861.6693561817183
1990,Allentown,"Allentown--Bethlehem--Easton, PA--NJ",410436.0,142.1,36803.731047874564,896.6984145609684
2000,Allentown,"Allentown--Bethlehem, PA--NJ",576408.0,289.5,74980.1557942272,1300.8174035444895
2010,Allentown,"Allentown, PA--NJ                                                                                   ",664651.0,346.29,89688.69827282535,1349.4104164866276
2020,Allentown,"Allentown--Bethlehem, PA--NJ",621703.0,261.55,67741.13902583809,1089.6061145890899
1960,Ogden,Ogden,121927.0,66.7,17275.220695941123,1416.8494833745704
1970,Ogden,Ogden,149727.0,61.0,15798.927473049602,1055.1822632557655
1980,Ogden,Ogden,205744.0,130.0,33669.845434368006,1636.4922152951244
1990,Ogden,"Ogden, UT",259147.0,152.9,39600.918207037445,1528.1256663992808
2000,Ogden,"Ogden--Layton, UT",417933.0,180.05,46632.735926599686,1115.794539474023
2010,Ogden,"Ogden--Layton, UT                                                                                   ",546026.0,217.55,56345.191340359685,1031.9140725965374
2020,Ogden,"Ogden--Layton, UT",608857.0,212.6,55063.14722574336,904.3691248641859
1950,Grand Rapids,Grand Rapids,226817.0,46.7,12095.24447526912,533.2600499640292
1960,Grand Rapids,Grand Rapids,294230.0,91.2,23620.691566264322,802.7968448582511
1970,Grand Rapids,Grand Rapids,352703.0,146.2,37865.62617311232,1073.583898438979
1980,Grand Rapids,Grand Rapids,374744.0,163.0,42216.80619847681,1126.5505571397223
1990,Grand Rapids,"Grand Rapids, MI",436336.0,223.2,57808.534622699524,1324.8628264158704
2000,Grand Rapids,"Grand Rapids, MI",539080.0,257.35,66653.34401949697,1236.427691984436
2010,Grand Rapids,"Grand Rapids, MI                                                                                    ",569935.0,280.57,72667.29641169716,1275.0102452331785
2020,Grand Rapids,"Grand Rapids, MI",605666.0,274.36,71058.91379517851,1173.2359715615291
1990,Cape Coral,"Fort Myers--Cape Coral, FL",220552.0,124.2,32167.652330373123,1458.5064896429467
2000,Cape Coral,"Cape Coral, FL",329757.0,191.82,49681.15193246515,1506.5988571119083
2010,Cape Coral,"Cape Coral, FL                                                                                      ",530290.0,330.31,85549.89727250842,1613.2662745386187
2020,Cape Coral,"Cape Coral, FL",599242.0,331.8,85935.8055009485,1434.0751399426024
1950,Knoxville,Knoxville,148166.0,35.6,9220.35767279616,622.299155865459
1960,Knoxville,Knoxville,172734.0,59.7,15462.229018705922,895.1468164174929
1970,Knoxville,Knoxville,190502.0,86.1,22299.79762999296,1170.5807618813956
1980,Knoxville,Knoxville,284708.0,197.0,51022.765773619205,1792.1086085961479
1990,Knoxville,"Knoxville, TN",304466.0,218.8,56668.939854151686,1861.2567529429127
2000,Knoxville,"Knoxville, TN",419830.0,339.48,87924.91636968654,2094.2980818351843
2010,Knoxville,"Knoxville, TN                                                                                       ",558696.0,438.15,113480.32905437185,2031.1641582250786
2020,Knoxville,"Knoxville, TN",597257.0,431.91,111864.1764735222,1872.965515239205
1960,Albany,Albany,455447.0,106.4,27557.473493975045,605.064332270825
1970,Albany,Albany,486525.0,150.5,38979.3210605568,801.1781729727517
1980,Albany,Albany,490716.0,198.0,51281.7645846528,1045.0395867396378
1990,Albany,"Albany--Schenectady--Troy, NY",509106.0,208.7,54053.051862712324,1061.7249033150724
2000,Albany,"Albany, NY",558947.0,284.25,73620.41203630081,1317.1268838780925
2010,Albany,"Albany--Schenectady, NY                                                                             ",594962.0,295.73,76593.71838696655,1287.371603345534
2020,Albany,"Albany--Schenectady, NY",593142.0,271.3,70266.37743341569,1184.6468035211751
1950,Columbia,Columbia,120808.0,28.7,7433.265876664321,615.2958311257798
1960,Columbia,Columbia,162601.0,52.3,13545.63781705728,833.059933029765
1970,Columbia,Columbia,241781.0,103.3,26754.57717977088,1106.5624337632353
1980,Columbia,Columbia,311561.0,172.0,44547.7954977792,1429.8257964822042
1990,Columbia,"Columbia, SC",328349.0,198.9,51514.86351458305,1568.9057531645612
2000,Columbia,"Columbia, SC",420537.0,268.93,69652.55025126606,1656.2763859366967
2010,Columbia,"Columbia, SC                                                                                        ",549777.0,380.02,98424.72816898867,1790.266383806319
2020,Columbia,"Columbia, SC",590407.0,367.5,95182.06305484801,1612.1432004506723
1960,Provo,Provo,60795.0,42.4,10981.54958782464,1806.324465469963
1970,Provo,Provo,104110.0,65.0,16834.922717184003,1617.0322463917014
1980,Provo,Provo,169699.0,78.0,20201.907260620803,1190.4552920536246
1990,Provo,"Provo--Orem, UT",220556.0,99.6,25796.28157894656,1169.6023494689132
2000,Provo,"Provo--Orem, UT",303680.0,85.0,22014.898937856,724.9373991654373
2010,Provo,"Provo--Orem, UT                                                                                     ",482819.0,168.97,43763.0291003474,906.4065229485045
2020,Provo,"Provo--Orem, UT",588609.0,161.11,41727.2984456233,708.9137007015405
1960,Bakersfield,Bakersfield,141763.0,38.3,9919.65446258688,699.7350833847252
1970,Bakersfield,Bakersfield,176155.0,57.2,14814.731991121922,841.0054776260635
1980,Bakersfield,Bakersfield,222236.0,68.0,17611.9191502848,792.4872275547076
1990,Bakersfield,"Bakersfield, CA",302605.0,98.3,25459.583124602883,841.3470737298751
2000,Bakersfield,"Bakersfield, CA",396125.0,110.33,28575.33882133709,721.3717594531295
2010,Bakersfield,"Bakersfield, CA                                                                                     ",523994.0,138.44,35855.79539949159,684.2787398231962
2020,Bakersfield,"Bakersfield, CA",570235.0,132.12,34218.922913759234,600.0845776523579
1950,New Haven,New Haven,244836.0,46.8,12121.14435637248,495.071981096427
1960,New Haven,New Haven,278794.0,83.8,21704.100364615682,778.4995503710869
1970,New Haven,New Haven,348341.0,107.3,27790.57242390528,797.7979170957561
1980,New Haven,New Haven,368061.0,155.0,40144.815710208,1090.7109340627776
1990,New Haven,"New Haven--Meriden, CT",451486.0,187.7,48614.07683100672,1076.7571271535933
2000,New Haven,"New Haven, CT",531314.0,285.31,73894.95077599642,1390.7962292730178
2010,New Haven,"New Haven, CT                                                                                       ",562839.0,306.11,79282.1260454953,1408.6110956329483
2020,New Haven,"New Haven, CT",561456.0,298.01,77184.23567612313,1374.71566206654
1950,Des Moines,Des Moines,199934.0,67.6,17508.31962587136,875.7049639316655
1960,Des Moines,Des Moines,241115.0,97.0,25122.8846702592,1041.9461530912304
1970,Des Moines,Des Moines,255824.0,109.1,28256.77028376576,1104.5394600884106
1980,Des Moines,Des Moines,267192.0,122.0,31597.854946099204,1182.5898584575586
1990,Des Moines,"Des Moines, IA",293666.0,159.7,41362.11012206592,1408.4745977425348
2000,Des Moines,"Des Moines, IA",370505.0,140.32,36342.71316423475,980.8966994840758
2010,Des Moines,"Des Moines, IA                                                                                      ",450070.0,200.59,51952.571505229826,1154.3220278007827
2020,Des Moines,"Des Moines, IA",542486.0,224.74,58207.39279169127,1072.975022243731
1950,Akron,Akron,366765.0,98.3,25459.583124602883,694.1661043066509
1960,Akron,Akron,458253.0,141.3,36596.531999047686,798.6097635814208
1970,Akron,Akron,542775.0,203.5,52706.25804533761,971.051688919674
1980,Akron,Akron,515720.0,216.0,55943.743183257604,1084.7697041661677
1990,Akron,"Akron, OH",527863.0,257.1,66588.59431673857,1261.4749341541
2000,Akron,"Akron, OH",570215.0,307.81,79722.42402425242,1398.111660062475
2010,Akron,"Akron, OH                                                                                           ",569499.0,325.38,84273.03313411277,1479.7749097735514
2020,Akron,"Akron, OH",541879.0,300.64,77865.40254914151,1436.9518388633167
1980,Concord,Concord,71994.0,57.0,14762.9322289152,2050.578135527294
2000,Concord,"Concord, CA",552624.0,176.46,45702.930194989065,827.0167454723115
2010,Concord,"Concord, CA                                                                                         ",615968.0,203.75,52771.007748096,856.7167084669334
2020,Concord,"Concord--Walnut Creek, CA",538583.0,175.76,45521.63102726554,845.2110636107255
2000,Temecula,"Temecula--Murrieta, CA",229810.0,95.59,24757.69634670183,1077.311533297151
2010,Temecula,"Murrieta--Temecula--Menifee, CA                                                                     ",441546.0,161.72,41885.287720353794,948.6053031927318
2020,Temecula,"Temecula--Murrieta--Menifee, CA",528991.0,150.47,38971.5510962258,736.7148230541881
1990,Palm Bay,"Melbourne--Palm Bay, FL",305978.0,233.2,60398.52273303552,1973.9498504152427
2000,Palm Bay,"Palm Bay--Melbourne, FL",393289.0,219.74,56912.39873652327,1447.08849564883
2010,Palm Bay,"Palm Bay--Melbourne, FL                                                                             ",452791.0,231.98,60082.54418357453,1326.937686119524
2020,Palm Bay,"Palm Bay--Melbourne, FL",510675.0,250.55,64892.152104468485,1270.7133128598127
2000,McKinney,"McKinney, TX",54525.0,27.13,7026.637743341568,1288.7001821809388
2010,McKinney,"McKinney, TX                                                                                        ",170030.0,74.1,19191.81189758976,1128.7309238128425
2020,McKinney,"McKinney--Frisco, TX",504803.0,151.64,39274.579705135104,778.0179536400358
1950,Wichita,Wichita,194047.0,37.5,9712.45541376,500.5207714502157
1960,Wichita,Wichita,292138.0,79.7,20642.205239377923,706.5909001697116
1970,Wichita,Wichita,302334.0,105.1,27220.77503963136,900.3544106726786
1980,Wichita,Wichita,305752.0,125.0,32374.8513792,1058.8598399748817
1990,Wichita,"Wichita, KS",338789.0,144.5,37425.32819435521,1104.6795555450503
2000,Wichita,"Wichita, KS",422301.0,179.51,46492.876568641535,1100.9416640889208
2010,Wichita,"Wichita, KS                                                                                         ",472870.0,214.74,55617.40468135527,1176.1669101730977
2020,Wichita,"Wichita, KS",500231.0,226.84,58751.29029486183,1174.483194661303
1950,Toledo,Toledo,364344.0,69.8,18078.11701014528,496.1826463491997
1960,Toledo,Toledo,438283.0,134.9,34938.93960843264,797.1776137434636
1970,Toledo,Toledo,487770.0,165.5,42864.3032260608,878.7810489792485
1980,Toledo,Toledo,485440.0,176.0,45583.7907419136,939.0200795549111
1990,Toledo,"Toledo, OH--MI",489155.0,193.4,50090.370053898245,1024.0183592909864
2000,Toledo,"Toledo, OH--MI",503008.0,202.33,52403.22943642829,1041.7971371514627
2010,Toledo,"Toledo, OH--MI                                                                                      ",507643.0,240.44,62273.67412491879,1226.7218128668926
2020,Toledo,"Toledo, OH--MI",497952.0,240.71,62343.603803897866,1252.0002691805207
1950,Harrisburg,Harrisburg,169646.0,29.3,7588.6651632844805,447.3235539467173
1960,Harrisburg,Harrisburg,209501.0,48.2,12483.742691819521,595.8798617581549
1970,Harrisburg,Harrisburg,240751.0,78.4,20305.506785034242,843.4235697892944
1980,Harrisburg,Harrisburg,278296.0,137.0,35482.8371116032,1275.0034895076897
1990,Harrisburg,"Harrisburg, PA",292904.0,149.8,38798.02189283328,1324.5985678868599
2000,Harrisburg,"Harrisburg, PA",362782.0,208.39,53972.762231291905,1487.7464215780249
2010,Harrisburg,"Harrisburg, PA                                                                                      ",444474.0,259.68,67256.81124920526,1513.1776267949365
2020,Harrisburg,"Harrisburg, PA",490859.0,250.25,64814.452461158406,1320.4291346630785
1950,Worcester,Worcester,219330.0,43.6,11292.348161064961,514.8565249197538
1960,Worcester,Worcester,225446.0,61.3,15876.627116359681,704.2319276615988
